"","id","Authors_Num","Countries_Unique_Num","FRES_Title","FLESCH_Title","numCharTitle_all","numCharTitle_onlyAlpha","numCharTitle_nonAlpha","nonAlphaCharTitle_isExist","numWordTitle","numABV_Title","binABV_Title","numSentAbstract","numABV_Abstract","binABV_Abstract","PaperAge","numLexVerb","numSylGreaThan2","numPage","Year","Cited by","FRES_Abstract","FLESCH_Abstract","isFunding","keywordsListedAlpha","numKeywords","Quartile","J_or_C","CitationMetric_1","CitationMetric_2","CitationMetric_3","CitationMetric_4_CB","CitationMetric_4a_CM2","CitationMetric_4b_CM3","CitationMetric_5_CB","CitationMetric_5a_CM2","CitationMetric_5b_CM3","Dominant_Topic","single_quote_mark","parenthesis_mark","hyphen_mark","period_mark","slash_mark","colon_mark","question_mark","presenceColon","avgPunctuation","numPreposition","numFreqLexItems_connectives","numFreqLexItems_action_markers","numFreqLexItems_closing","numTitleSubstantiveWordsWoutStopwords","numTitleSubstantiveWordsWithStopwords","numAbstractSubstantiveWordsWoutStopwords","numAbstractSubstantiveWordsWithStopwords","presenceInitialPosition_a","presenceInitialPosition_a_or_the","presenceInitialPosition_ing"
"185",13797,2,1,-6.36,16.6,83,73,1,1,10,0,0,5,2,0,9,2,4,10,2011,2,17.88,17.7,0,0,18,0,0,33.5155506632586,0.222222222222222,1.09861228866811,0.116899942654461,0.116899942654461,0.562370201606132,0.0913987836663771,0.0913987836663771,0.560501312303378,14,0,0,1,5,0,0,0,0,0.3,17,0,1,0,8,8,80,77,0,0,1
"186",42243,1,1,71.82,5.2,53,44,2,1,8,0,0,1,0,0,21,1,0,7,1999,84,3.47,23.2,0,1,3,1,1,95.9131700218288,4,4.44265125649032,2.70620689655172,2.70620689655173,1.81022608470132,0.831683168316832,0.831683168316832,1.21586116693426,1,0,0,3,1,0,0,0,0,0.2,3,0,0,0,5,6,30,28,0,0,1
"187",23698,6,1,33.92,11.5,88,76,1,1,12,0,0,6,5,0,1,1,3,9,2019,0,16.96,18,1,1,4,0,0,9.49644582921323,0,0,0,0,0,0,0,0,8,0,0,8,8,0,0,0,0,0.8,23,0,0,0,8,9,108,102,0,0,0
"188",35263,1,1,4.14,14.7,58,50,1,1,8,0,0,4,0,0,34,0,3,13,1986,7,28.84,13.5,0,1,4,2,1,57.8770126308327,0.205882352941176,2.07944154167984,0.26556420233463,0.26556420233463,1.19693501691901,0.183807439824945,0.183807439824945,1.51401822829508,2,0,0,0,4,0,0,0,0,0.2,7,0,1,0,6,6,42,36,0,0,0
"189",15614,1,1,-16.51,20.5,160,140,1,1,20,0,0,7,3,0,10,0,8,8,2010,1,4.71,18.6,0,1,5,0,0,24.2924308289334,0.1,0.693147180559945,0.0557195241928271,0.0557195241928272,0.34283559103485,0.0646430578976953,0.0646430578976953,0.365220301195736,0,2,1,5,8,0,0,0,0,0.8,22,0,0,1,13,13,110,102,0,0,0
"190",52069,1,1,-68.97,24.1,45,40,1,1,5,0,0,2,1,0,35,1,3,4,1985,1,20.38,14.6,0,0,3,1,1,24.2924308289334,0.0285714285714286,0.693147180559945,0.0337507960093398,0.0337507960093398,0.314348844506119,0.00373134328358209,0.00373134328358209,0.161905128503099,1,0,0,0,3,0,0,0,0,0.15,3,0,0,0,4,4,21,19,0,0,0
"191",23484,1,1,-15.84,18.2,80,70,0,0,11,2,1,5,13,1,15,0,5,15,2005,12,25.32,16.9,0,0,9,0,0,69.4220041418683,0.8,2.56494935746154,0.459085290482077,0.459085290482077,1.19728857732338,0.663108320251177,0.663108320251178,1.28814506668622,7,0,0,2,5,0,0,0,0,0.35,19,0,2,0,8,8,85,80,0,0,0
"192",3666,3,1,10.56,14.3,80,68,3,1,10,0,0,9,4,0,2,1,4,10,2018,2,23.56,15.5,1,1,4,0,0,33.5155506632586,1,1.09861228866811,0.53514242373167,0.53514242373167,0.992263554222374,0.398114195914091,0.398114195914091,0.814788998822436,14,3,0,3,9,0,0,0,0,0.85,28,0,1,0,8,8,122,115,0,0,0
"193",17875,2,2,-5.35,16.2,76,67,1,1,9,0,0,5,0,0,16,1,4,7,2004,0,21.13,16.4,0,0,12,0,0,9.49644582921323,0,0,0,0,0,0,0,0,3,0,0,4,6,1,0,0,0,0.55,17,1,0,0,7,7,78,70,0,0,1
"194",7522,6,1,55.24,9.5,119,98,6,1,16,0,0,10,0,0,3,1,3,6,2017,11,45.56,11.2,1,0,12,0,1,67.6365230694603,3.66666666666667,2.484906649788,1.44136074400392,1.44136074400392,1.52273372915325,2.69387755102041,2.69387755102041,1.98406565529698,3,0,0,1,11,1,0,0,0,0.65,14,0,0,0,10,10,110,100,0,0,1
"195",7732,3,1,31.89,12.3,90,77,0,0,14,0,0,4,0,0,4,2,2,4,2016,0,18.69,17.4,0,1,5,0,0,9.49644582921323,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0.3,11,0,1,1,11,11,67,62,1,1,0
"196",34280,4,1,83.32,2.9,28,23,1,1,5,2,1,12,22,1,20,1,0,16,2000,16,35.78,12.9,0,0,15,2,1,75.0172577846602,0.8,2.83321334405622,0.477450199203187,0.477450199203189,1.14867631693687,0.296028880866426,0.296028880866426,1.08149926258398,8,1,1,2,12,0,0,0,0,0.8,22,0,1,0,4,4,145,131,0,0,0
"197",12496,3,1,-27.68,18.6,54,49,0,0,6,0,0,7,0,0,14,1,3,10,2006,53,19.37,15,0,1,3,0,0,92.331946491539,3.78571428571429,3.98898404656427,2.31668770952153,2.31668770952153,1.86450001662347,3.85675986212179,3.85675986212179,2.4202576343365,12,0,0,0,7,0,0,0,0,0.35,18,0,0,0,5,5,74,67,0,0,0
"198",35316,2,1,38.99,9.6,44,36,2,1,7,0,0,4,1,0,35,1,1,16,1985,1,28.54,13.6,0,1,3,2,1,24.2924308289334,0.0285714285714286,0.693147180559945,0.0337507960093398,0.0337507960093398,0.314348844506119,0.0397456279809221,0.0397456279809221,0.310851065391575,15,0,0,0,4,0,0,1,0,0.25,9,0,0,0,5,5,42,37,0,0,0
"199",2323,4,1,22.07,11.9,58,51,1,1,7,0,0,5,2,0,4,2,2,4,2016,2,27.62,13.9,0,1,3,0,0,33.5155506632586,0.5,1.09861228866811,0.190642508913629,0.190642508913629,0.619737201922429,0.13478012564249,0.13478012564249,0.519491439311594,5,0,0,3,6,0,0,1,0,0.5,14,0,0,0,7,7,63,56,0,0,1
"200",30870,2,1,19.03,13.1,75,66,0,0,10,0,0,5,1,0,28,0,2,10,1992,43,24.78,15,0,1,6,1,1,90.1294800276125,1.53571428571429,3.78418963391826,1.94384673461684,1.94384673461684,2.07515928711041,0.847670250896057,0.847670250896057,1.31599715555306,10,0,0,2,5,0,0,0,0,0.35,14,1,1,0,8,8,74,69,0,0,0
"201",29595,3,2,47.96,8.2,92,79,1,1,13,0,0,8,0,0,8,2,3,18,2012,27,20.92,16.5,0,1,5,1,1,83.963320211198,3.375,3.3322045101752,1.60016996913718,1.60016996913718,1.65617635633653,1.13073825503356,1.13073825503356,1.44761264274518,10,0,0,0,8,0,0,1,0,0.55,24,2,0,0,10,9,126,116,0,0,0
"202",36883,2,2,71.14,7.6,98,81,1,1,17,0,0,8,1,0,2,3,1,14,2018,1,41.7,12.7,0,1,4,3,1,24.2924308289334,0.5,0.693147180559945,0.267571211865835,0.267571211865835,0.626048599743461,0.328089887640449,0.328089887640449,0.641906115804118,7,0,0,2,9,0,0,0,0,0.55,28,0,0,0,11,11,98,92,1,1,0
"203",33456,2,1,-31.74,20.2,94,83,2,1,10,0,0,13,0,0,6,1,5,28,2014,3,19.57,15,0,1,6,2,1,40.5371368868822,0.5,1.38629436111989,0.232902368293862,0.232902368293861,0.742997759414575,0.336633663366337,0.336633663366337,0.844268452803756,3,0,0,6,13,0,6,0,1,1.25,30,0,0,0,9,9,150,134,0,0,0
"204",24536,1,1,-5.35,16.2,69,61,0,0,9,0,0,6,0,0,16,1,4,5,2004,4,41.9,12.6,0,0,11,0,0,46.1239948506502,0.25,1.6094379124341,0.134939759036145,0.134939759036145,0.713345729902484,0.151426907396622,0.151426907396622,0.725722096438955,2,1,1,2,7,0,0,0,0,0.65,11,0,0,0,6,5,81,74,0,0,1
"205",36621,4,2,36.96,10.3,62,54,0,0,9,0,0,13,2,0,5,0,2,22,2015,10,32.63,14.1,0,1,6,3,1,65.6066344521353,2,2.39789527279837,0.846001523229246,0.846001523229247,1.32755910958569,0.763546798029557,0.763546798029557,1.17051396775012,10,0,0,0,14,0,0,0,0,0.7,42,1,0,0,6,6,176,158,0,1,0
"206",52655,1,1,22.07,11.9,57,50,1,1,7,0,0,5,0,0,18,1,2,5,2002,0,9.14,14.8,0,1,6,2,1,9.49644582921323,0,0,0,0,0,0,0,0,7,0,0,2,5,0,0,0,0,0.35,3,0,0,0,6,6,41,35,0,0,0
"207",22911,3,2,64.37,6,48,40,2,1,7,1,1,11,11,1,9,0,1,9,2011,29,43.73,11.9,0,1,4,0,0,85.0640870165488,3.22222222222222,3.40119738166216,1.69504916848969,1.69504916848969,1.74104374851521,2.39041533546326,2.39041533546326,2.09867906875511,4,0,0,5,11,0,1,0,1,0.85,29,2,0,0,6,6,135,118,0,0,0
"208",25116,3,2,-32.76,20.6,95,85,0,0,11,0,0,8,0,0,9,0,6,10,2011,17,2.14,17.5,0,1,5,0,0,76.1338830948339,1.88888888888889,2.89037175789616,0.993649512562921,0.99364951256292,1.47955649592755,0.776889661164205,0.776889661164205,1.4746395794548,14,0,0,0,8,0,0,0,0,0.4,21,2,0,0,8,8,87,80,0,0,0
"209",46085,4,2,21.06,12.3,64,57,0,0,8,0,0,5,0,0,7,2,4,4,2013,5,24.37,15.2,0,1,5,1,1,50.686579973507,0.714285714285714,1.79175946922805,0.293043896467296,0.293043896467296,0.874585397361955,0.419681620839363,0.419681620839363,0.922261384949612,9,0,0,3,6,0,0,0,0,0.45,14,0,0,0,6,6,65,57,0,0,1
"210",16548,2,1,-8.73,15.5,36,33,0,0,4,0,0,5,1,0,11,1,2,8,2009,3,31.41,14.5,0,1,3,0,0,40.5371368868822,0.272727272727273,1.38629436111989,0.13150583441378,0.13150583441378,0.628501840711043,0.206469373709566,0.206469373709566,0.777371341669074,2,0,0,1,5,0,0,0,0,0.3,9,0,0,0,4,4,72,65,0,0,1
"211",29124,5,3,49.82,9.5,83,70,1,1,13,0,0,10,0,0,2,0,3,24,2018,10,19.71,17,0,1,3,1,1,65.6066344521353,5,2.39789527279837,2.67571211865835,2.67571211865835,2.16577232075614,2.00681928884559,2.00681928884559,1.71436157855605,1,0,1,3,10,0,0,1,0,0.75,32,1,0,0,7,7,157,138,0,1,0
"212",50000,2,1,41.36,10.7,92,80,0,0,13,0,0,7,1,0,11,1,2,12,2009,5,23.87,15.4,1,1,4,1,1,50.686579973507,0.454545454545454,1.79175946922805,0.219176390689634,0.219176390689634,0.812326844936134,0.337972166998012,0.337972166998012,0.989255407843532,11,0,0,4,7,0,0,0,0,0.55,19,1,0,2,10,10,99,88,1,1,0
"213",4952,1,1,-45.62,21.4,63,57,0,0,7,0,0,6,0,0,25,0,4,14,1995,0,-13.27,19.3,0,0,14,0,0,9.49644582921323,0,0,0,0,0,0,0,0,15,0,0,1,6,1,0,0,0,0.4,5,0,0,0,6,6,73,69,0,0,0
"214",28065,2,1,-12.79,17,69,60,2,1,8,0,0,6,0,0,16,1,3,10,2004,20,22.04,16.1,0,0,12,0,0,79.1311405063527,1.25,3.04452243772342,0.674698795180723,0.674698795180723,1.34941339691551,0.26210216635464,0.26210216635464,0.918485479711188,1,1,0,5,7,1,0,0,0,0.7,19,0,1,0,7,7,96,94,0,0,0
"215",40129,1,1,1.09,15.8,80,70,0,0,11,0,0,5,2,0,1,0,4,6,2019,2,13.68,17.2,0,1,1,1,1,33.5155506632586,2,1.09861228866811,1.89066747206282,1.89066747206282,2.50699070903847,1.47265625,1.47265625,2.08283040311023,1,0,0,3,6,0,0,0,0,0.45,18,0,0,0,7,7,77,70,0,0,0
"216",27897,4,1,52.87,8.4,63,54,0,0,10,0,0,6,1,0,12,1,2,10,2008,3,33.54,13.7,0,0,16,0,0,40.5371368868822,0.25,1.38629436111989,0.152060014289116,0.152060014289117,0.683923219072156,0.273714699493121,0.273714699493121,0.832362017526592,15,0,0,3,6,0,0,0,0,0.45,13,0,0,1,6,6,75,68,0,0,0
"217",40528,3,2,29.52,11.1,65,57,1,1,8,0,0,3,0,0,4,1,2,7,2016,1,3.8,18.9,0,1,12,1,1,24.2924308289334,0.25,0.693147180559945,0.0953212544568144,0.0953212544568144,0.391010640087982,0.1025,0.1025,0.394756988840646,2,2,0,1,4,0,1,0,1,0.4,9,0,0,0,6,5,50,46,0,0,1
"218",38521,2,1,1.09,15.8,83,72,1,1,11,0,0,11,1,0,10,1,4,35,2010,11,14.9,16.7,1,1,4,4,1,67.6365230694603,1.1,2.484906649788,0.612914766121098,0.6129147661211,1.22905273777251,0.719932001699958,0.719932001699958,1.32953113511405,7,0,0,0,11,2,0,0,0,0.65,32,1,0,0,9,9,160,148,0,0,0
"219",22822,2,1,-3.32,15.5,56,50,0,0,7,0,0,6,0,0,10,1,3,10,2010,6,14.29,17,0,0,12,0,0,54.5523237373831,0.6,1.94591014905531,0.334317145156963,0.334317145156963,0.962461183948214,0.194935021659447,0.194935021659447,0.721774710238345,1,0,0,2,6,0,0,0,0,0.5,19,1,0,0,5,5,83,76,0,0,1
"220",24893,4,2,2.11,15.5,74,65,0,0,10,0,0,8,1,0,5,2,4,4,2015,2,19.91,16.9,0,1,7,0,0,33.5155506632586,0.4,1.09861228866811,0.169200304645849,0.16920030464585,0.608230379478615,0.10989010989011,0.10989010989011,0.526220954101581,14,2,0,1,8,0,0,0,0,0.55,28,1,0,0,8,8,117,103,0,0,1
"221",3465,3,1,-8.73,15.5,34,31,0,0,4,0,0,9,0,0,2,1,1,4,2018,2,23.97,15.3,0,1,5,0,0,33.5155506632586,1,1.09861228866811,0.53514242373167,0.53514242373167,0.992263554222374,0.656179775280899,0.656179775280899,1.0173971225331,7,0,0,2,9,0,1,0,1,0.6,24,0,0,0,3,3,120,110,0,0,1
"222",19712,2,1,-39.19,21,73,64,1,1,9,0,0,8,0,0,17,2,5,7,2003,1,32.63,14.1,0,1,4,0,0,24.2924308289334,0.0588235294117647,0.693147180559945,0.0345070836517547,0.0345070836517548,0.316339163808667,0.0312267657992565,0.0312267657992565,0.289531081295613,7,0,0,0,8,0,0,0,0,0.4,29,0,0,0,8,8,91,86,0,0,1
"223",7031,2,1,26.47,12.3,74,64,0,0,11,1,1,5,2,1,3,1,4,7,2017,4,12.67,17.6,0,1,4,0,1,46.1239948506502,1.33333333333333,1.6094379124341,0.524131179637788,0.524131179637789,0.986252499445193,0.793103448275862,0.793103448275862,1.13291713435379,13,0,0,2,5,0,0,0,0,0.35,15,2,0,0,8,8,77,70,0,0,0
"224",27059,2,2,37.98,10,66,53,6,1,8,0,0,5,0,0,1,0,2,4,2019,0,45.35,11.3,0,1,3,0,0,9.49644582921323,0,0,0,0,0,0,0,0,1,0,0,4,5,1,0,0,0,0.6,12,0,1,0,8,8,56,51,0,0,0
"225",37726,1,1,-76.41,24.9,36,33,0,0,4,0,0,11,0,0,11,2,2,24,2009,13,27.72,13.9,0,1,3,3,1,71.0489001660479,1.18181818181818,2.63905732961526,0.569858615793048,0.569858615793049,1.19646478837673,0.390327220424308,0.390327220424308,0.968750084450836,5,0,0,0,11,0,0,0,0,0.55,29,2,0,0,3,3,123,108,0,0,1
"226",16394,3,1,4.14,14.7,63,56,0,0,8,0,0,5,4,0,11,1,3,8,2009,1,35.07,13.1,0,0,13,0,0,24.2924308289334,0.0909090909090909,0.693147180559945,0.0438352781379268,0.0438352781379268,0.314250920355521,0.076858813700919,0.0768588137009189,0.375450267966813,12,0,0,0,6,0,0,0,0,0.3,9,1,0,1,7,7,68,65,0,0,0
"227",21133,5,1,4.14,14.7,64,56,1,1,8,0,0,6,3,0,1,2,3,13,2019,0,9.69,16.7,0,1,4,0,0,9.49644582921323,0,0,0,0,0,0,0,0,3,0,0,8,6,0,0,0,0,0.7,16,1,0,0,7,7,77,71,0,0,0
"228",11079,5,1,-4.33,15.9,69,61,1,1,8,0,0,11,8,0,7,3,3,6,2013,1,46.98,10.6,1,1,4,0,0,24.2924308289334,0.142857142857143,0.693147180559945,0.0586087792934592,0.0586087792934593,0.338335816135809,0.0397047594807839,0.0397047594807839,0.298945847880784,0,1,0,4,11,0,0,0,0,0.8,22,1,0,0,8,7,122,109,0,0,1
"229",50175,2,1,27.49,11.9,78,68,1,1,10,0,0,5,0,0,12,4,3,13,2008,10,41.5,12.7,1,1,2,1,1,65.6066344521353,0.833333333333333,2.39789527279837,0.506866714297055,0.506866714297055,1.18299280438921,0.339336492890995,0.339336492890995,0.9878970234112,10,0,0,1,5,0,0,0,0,0.3,19,0,0,0,7,7,61,57,0,0,1
"230",8258,4,1,4.47,16.6,124,108,1,1,16,0,0,2,0,0,4,1,6,7,2016,0,8.37,17.2,0,1,6,0,0,9.49644582921323,0,0,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0.2,4,0,0,0,12,12,26,26,0,0,0
"231",49101,2,1,8.53,15.1,94,83,0,0,12,0,0,7,6,0,7,2,4,14,2013,2,21.13,16.4,0,1,3,1,1,33.5155506632586,0.285714285714286,1.09861228866811,0.117217558586918,0.117217558586919,0.536249581226146,0.118777292576419,0.118777292576419,0.508180197866037,6,1,1,4,7,0,0,0,0,0.65,15,3,0,0,10,10,121,110,0,0,1
"232",49364,3,1,-35.8,21.7,132,117,2,1,14,0,0,7,3,0,8,0,9,20,2012,21,3.19,19.2,0,1,8,1,1,80.0238810425568,2.625,3.09104245335832,1.24457664266225,1.24457664266225,1.53631369624889,1.15797317436662,1.15797317436662,1.31716790663525,9,0,0,1,7,0,0,0,0,0.4,14,1,0,1,11,11,120,113,0,0,0
"233",46852,1,1,94.15,2.9,58,44,4,1,11,1,1,8,1,1,19,0,0,0,2001,0,28.57,15.6,0,0,6,1,1,9.49644582921323,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,1,0,0.4,20,1,0,0,4,4,116,99,0,0,0
"234",8087,4,2,-22.27,18.6,76,65,2,1,10,0,0,6,0,0,4,1,5,10,2016,15,39.33,11.5,0,1,4,0,0,73.8278699229463,3.75,2.77258872223978,1.42981881685222,1.42981881685222,1.56404256035193,1.5375,1.5375,1.57902795536259,2,0,0,0,6,0,0,0,0,0.3,13,0,2,0,6,6,52,51,0,0,0
"235",19624,7,2,-22.27,18.6,75,67,0,0,9,0,0,6,0,0,17,0,5,6,2003,2,12.77,17.6,0,1,4,0,0,33.5155506632586,0.117647058823529,1.09861228866811,0.0690141673035095,0.0690141673035096,0.501385712146225,0.110316649642492,0.110316649642492,0.600153097795551,11,0,0,0,6,0,0,0,0,0.3,17,1,0,0,7,7,89,83,0,0,0
"236",16442,3,1,36.96,10.3,59,50,1,1,9,0,0,7,3,0,11,2,1,4,2009,2,22.85,15.8,0,0,12,0,0,33.5155506632586,0.181818181818182,1.09861228866811,0.0876705562758536,0.0876705562758536,0.498075924580612,0.135188866799205,0.135188866799205,0.60655917624731,11,1,0,2,7,0,0,0,0,0.5,19,0,0,1,8,8,103,94,0,0,0
"237",21461,1,1,41.36,10.7,92,80,0,0,13,0,0,8,0,0,3,2,4,12,2017,1,13.48,17.3,0,1,5,0,0,24.2924308289334,0.333333333333333,0.693147180559945,0.131032794909447,0.131032794909447,0.424755831852337,0.153522607781283,0.153522607781283,0.436047122907,6,0,0,6,8,0,0,0,0,0.7,24,0,0,0,10,10,121,110,0,0,1
"238",35199,2,1,-21.25,18.2,69,61,1,1,8,0,0,2,0,0,33,0,4,5,1987,10,-10.42,18.2,0,1,4,2,1,65.6066344521353,0.303030303030303,2.39789527279837,0.355577204091573,0.355577204091574,1.13343425817436,0.72202166064982,0.722021660649819,1.37642079642153,4,0,0,0,2,0,0,1,0,0.15,3,0,0,0,6,6,17,16,0,0,0
"239",6127,6,2,51.85,8.8,71,61,0,0,11,0,0,10,8,0,1,1,1,12,2019,3,34.36,13.4,1,1,5,0,1,40.5371368868822,3,1.38629436111989,2.83600120809423,2.83600120809423,3.16347006051915,4.15,4.15,3.61729878488829,3,0,1,9,10,0,1,0,1,1.05,20,1,0,1,9,9,140,130,1,1,0
"240",3528,3,1,-28.7,19,59,52,1,1,7,0,0,5,6,0,2,1,4,11,2018,4,13.28,17.4,0,1,4,0,0,46.1239948506502,2,1.6094379124341,1.07028484746334,1.07028484746334,1.45363983250924,1.19620253164557,1.19620253164557,1.48380501200271,6,0,1,5,5,0,0,0,0,0.55,7,0,0,0,5,5,85,82,1,1,0
"241",3764,3,1,6.5,15.8,109,93,3,1,14,0,0,2,0,0,2,3,3,5,2018,0,-4.67,20.1,0,1,4,0,0,9.49644582921323,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0.2,7,0,0,0,11,11,33,33,0,0,1
"242",647,3,1,-3.32,15.5,57,50,1,1,7,1,1,5,4,1,7,2,3,5,2013,0,22.55,15.9,0,0,15,0,0,9.49644582921323,0,0,0,0,0,0,0,0,8,1,0,0,7,3,1,1,1,0.7,17,0,1,0,5,5,72,68,0,0,0
"243",14566,3,1,-68.97,24.1,47,43,0,0,5,0,0,6,0,0,15,0,4,10,2005,4,18.05,15.5,0,0,10,0,0,46.1239948506502,0.266666666666667,1.6094379124341,0.153028430160692,0.153028430160693,0.751266929642464,0.221036106750393,0.221036106750393,0.808276974751479,7,0,0,8,7,0,1,0,1,0.8,12,0,0,0,4,4,74,69,0,0,0
"244",5980,3,1,53.88,8,64,56,0,0,9,0,0,4,0,0,1,2,2,6,2019,0,10.74,18.3,0,1,3,0,1,9.49644582921323,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0.2,10,0,0,0,6,6,70,68,1,1,0
"245",46489,3,1,36.96,10.3,65,56,1,1,9,1,1,9,5,1,12,1,3,15,2008,141,22.75,15.8,0,1,7,1,1,98.1576148808746,11.75,4.95582705760126,7.14682067158847,7.14682067158848,2.44493903276176,11.6986899563319,11.6986899563319,3.08661462423183,11,5,1,6,9,0,1,0,1,1.1,28,0,0,0,7,7,126,120,0,0,1
"246",17035,3,1,83.66,4.8,77,64,1,1,13,0,0,7,2,0,12,0,0,10,2008,128,19.1,17.2,0,1,4,0,0,97.8423104908674,10.6666666666667,4.85981240436167,6.4878939430023,6.48789394300231,2.39757055708776,4.51076789210355,4.51076789210355,2.26195692721921,14,0,2,5,7,0,1,0,1,0.75,21,0,0,0,10,10,111,106,0,0,0
"247",12386,3,1,-1.29,14.7,44,39,1,1,5,0,0,7,9,0,14,1,2,10,2006,1,23.05,15.7,0,1,5,0,0,24.2924308289334,0.0714285714285714,0.693147180559945,0.0437110888588968,0.0437110888588968,0.323985484672383,0.0463987051524144,0.0463987051524144,0.328813655384457,7,0,1,5,7,0,0,0,0,0.65,16,1,0,0,5,5,97,88,0,0,1
"248",2322,4,1,10.91,16.2,121,104,0,0,18,0,0,7,1,0,4,1,7,8,2016,2,18.39,17.5,0,1,6,0,0,33.5155506632586,0.5,1.09861228866811,0.190642508913629,0.190642508913629,0.619737201922429,0.224907063197026,0.224907063197026,0.607285492187925,10,0,1,6,11,0,0,0,0,0.9,24,0,1,1,11,11,106,100,1,1,0
"249",33096,5,1,2.44,17.4,139,119,3,1,18,1,1,11,1,1,2,5,5,28,2018,0,23.97,15.3,1,1,5,2,1,9.49644582921323,0,0,0,0,0,0,0,0,0,0,1,6,14,1,0,0,0,1.1,30,2,0,1,14,14,146,137,0,0,0
"250",17429,3,1,9.21,12.7,30,27,1,1,3,0,0,7,3,0,12,0,1,6,2008,18,40.99,12.9,0,0,16,0,0,77.1852086792664,1.5,2.94443897916644,0.912360085734699,0.912360085734699,1.45262812968976,0.477667725658755,0.477667725658755,1.05562589288321,1,0,0,5,8,0,0,0,0,0.65,19,0,0,0,4,4,98,89,0,0,0
"251",6084,3,1,27.49,11.9,69,60,0,0,10,0,0,6,2,0,1,1,3,6,2019,0,59.09,8,0,1,6,0,1,9.49644582921323,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0.35,8,0,0,0,8,8,45,39,0,0,0
"252",25373,3,1,31.89,12.3,97,83,1,1,14,0,0,3,0,0,13,3,4,3,2007,47,22.04,16.1,0,0,20,0,0,91.0912517024571,3.61538461538462,3.87120101090789,2.48278200123279,2.48278200123279,2.04042718487527,1.504,1.504,1.70799521083879,10,1,0,1,4,0,0,0,0,0.3,8,1,0,0,10,10,44,42,0,0,0
"253",17364,1,1,-52.05,21.8,49,44,1,1,5,0,0,10,2,0,12,1,3,4,2008,1,46.88,10.7,0,0,14,0,0,24.2924308289334,0.0833333333333333,0.693147180559945,0.0506866714297055,0.0506866714297055,0.341961609536078,0.115618661257607,0.115618661257607,0.447170348126589,4,0,0,2,10,0,0,0,0,0.6,17,2,0,1,5,5,105,97,0,0,0
"254",33098,7,3,-1.96,17,108,95,0,0,14,1,1,8,9,1,2,1,6,18,2018,13,3.84,21,0,1,9,2,1,71.0489001660479,6.5,2.63905732961526,3.47842575425586,3.47842575425586,2.38358921768054,5.66309012875537,5.66309012875537,3.77037282377056,11,0,1,4,8,0,0,0,0,0.65,32,1,0,0,11,11,176,169,0,0,0
"255",52918,3,1,31.55,10.4,50,45,0,0,6,0,0,6,0,0,24,1,2,30,1996,21,8.16,17.3,0,1,3,2,1,80.0238810425568,0.875,3.09104245335832,0.657494176913493,0.657494176913494,1.40092980322393,0.804255319148936,0.804255319148936,1.16097968390643,1,0,1,1,6,1,0,0,0,0.45,16,0,0,0,5,5,90,85,0,0,1
"256",24541,3,1,-20.24,17.8,68,60,2,1,7,0,0,3,1,0,16,2,4,2,2004,13,4.47,16.6,0,0,10,0,0,71.0489001660479,0.8125,2.63905732961526,0.43855421686747,0.43855421686747,1.1697004665447,0.396460843373494,0.396460843373494,1.06722101927736,9,0,0,2,4,0,0,0,0,0.3,4,0,0,0,7,7,34,32,0,0,1
"257",34757,2,1,-62.54,23.7,68,61,1,1,7,0,0,7,5,0,27,0,4,33,1993,4,16.62,16.1,0,1,5,2,1,46.1239948506502,0.148148148148148,1.6094379124341,0.151423379769836,0.151423379769837,0.707347075022346,0.200145032632342,0.200145032632342,0.878737511946955,3,0,1,0,7,0,0,1,0,0.45,18,0,0,0,6,6,94,88,0,0,0
"258",48958,2,1,-28.7,19,63,57,0,0,7,0,0,13,2,0,6,0,5,17,2014,35,17.74,15.7,1,1,4,1,1,87.6844717252188,5.83333333333333,3.58351893845611,2.71719429676172,2.71719429676172,1.92062134620652,3.49272349272349,3.49272349272349,1.95906731861411,8,0,1,2,13,0,0,0,0,0.8,32,0,0,0,6,6,159,149,0,0,0
"259",37531,3,1,-78.44,25.7,62,57,0,0,6,0,0,5,5,0,0,1,4,0,2020,0,3.39,19.1,1,1,3,3,1,9.49644582921323,0,0,0,NA,0,0,NA,0,12,0,0,2,5,2,0,0,0,0.45,18,0,1,0,5,5,86,81,0,0,1
"260",3878,1,1,-160,36.3,33,31,0,0,3,0,0,4,0,0,2,1,3,2,2018,1,19.4,17.1,0,1,4,0,0,24.2924308289334,0.5,0.693147180559945,0.267571211865835,0.267571211865835,0.626048599743461,0.330275229357798,0.330275229357798,0.6987198408765,2,0,0,3,4,0,0,0,0,0.35,9,0,0,0,2,2,66,60,0,0,0
"261",23626,3,1,-47.65,22.1,81,72,1,1,9,0,0,7,1,0,1,2,5,10,2019,1,3.73,21,0,1,3,0,0,24.2924308289334,1,0.693147180559945,0.94533373603141,0.94533373603141,1.58173503025957,1.10084033613445,1.10084033613445,1.64330287797781,9,4,0,6,8,0,0,0,0,0.9,20,2,0,1,8,8,139,126,0,0,0
